"Echinostephia aculeata","Echinostephia","","aculeata",NA,NA,"","","kew-2783880",TRUE,"1.1","Accepted","Menispermaceae","Echinostephia","","aculeata","","","(F.M.Bailey) Domin","kew-2783880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema microcephalanthum","Elatostema","","microcephalanthum",NA,NA,"","","kew-2787031",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","microcephalanthum","","","Hayata","kew-2787031","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema nigrescens","Elatostema","","nigrescens",NA,NA,"","","kew-2787071",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","nigrescens","","","Miq.","kew-2787071","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema oblongifolium","Elatostema","","oblongifolium",NA,NA,"","","kew-2787078",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","oblongifolium","","","S.H.Fu","kew-2787078","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema obtusum","Elatostema","","obtusum",NA,NA,"","","kew-2787083",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","obtusum","","","Wedd.","kew-2787083","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema parvum","Elatostema","","parvum",NA,NA,"","","kew-2787113",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","parvum","","","(Blume) Blume ex Miq.","kew-2787113","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema pedunculosum","Elatostema","","pedunculosum",NA,NA,"","","kew-2787122",TRUE,"1.1","Unresolved","Urticaceae","Elatostema","","pedunculosum","","","Miq.","kew-2787122","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elatostema petelotii","Elatostema","","petelotii",NA,NA,"","","kew-2787137",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","petelotii","","","Gagnep.","kew-2787137","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema platyphylloides","Elatostema","","platyphylloides",NA,NA,"","","kew-2787149",TRUE,"1.1","Synonym","Urticaceae","Elatostema","","platyphyllum","","","Wedd.","kew-2787150","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema platyphyllum","Elatostema","","platyphyllum",NA,NA,"","","kew-2787150",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","platyphyllum","","","Wedd.","kew-2787150","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema reticulatum","Elatostema","","reticulatum",NA,NA,"","","kew-2787198",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","reticulatum","","","Wedd.","kew-2787198","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema rivulare","Elatostema","","rivulare",NA,NA,"","","kew-2787210",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","rivulare","","","B.L.Shih & Yuen P.Yang","kew-2787210","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema rostratum","Elatostema","","rostratum",NA,NA,"","","kew-2787213",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","rostratum","","","(Blume) Hassk.","kew-2787213","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema rugosum","Elatostema","","rugosum",NA,NA,"","","kew-2787219",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","rugosum","","","A.Cunn.","kew-2787219","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema sesquifolium","Elatostema","","sesquifolium",NA,NA,"","","kew-2787242",TRUE,"1.1","Synonym","Urticaceae","Elatostema","","integrifolium","","","(D.Don) Wedd.","kew-2786906","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema sinuatum","Elatostema","","sinuatum",NA,NA,"","","kew-2787266",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","sinuatum","","","(Blume) Hassk.","kew-2787266","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema stewardii","Elatostema","","stewardii",NA,NA,"","","kew-2787277",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","stewardii","","","Merr.","kew-2787277","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema stipitatum","Elatostema","","stipitatum",NA,NA,"","","kew-2787279",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","stipitatum","","","Wedd.","kew-2787279","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema strigillosum","Elatostema","","strigillosum",NA,NA,"","","kew-2787285",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","strigillosum","","","B.L.Shih & Yuen P.Yang","kew-2787285","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema strigosum","Elatostema","","strigosum",NA,NA,"","","kew-2787286",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","strigosum","","","Hassk.","kew-2787286","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema subcoriaceum","Elatostema","","subcoriaceum",NA,NA,"","","kew-2787289",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","subcoriaceum","","","B.L.Shih & Yuen P.Yang","kew-2787289","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema subtrichotomum","Elatostema","","subtrichotomum",NA,NA,"","","kew-2787303",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","subtrichotomum","","","W.T.Wang","kew-2787303","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema tenuicaudatum","Elatostema","","tenuicaudatum",NA,NA,"","","kew-2787327",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","tenuicaudatum","","","W.T.Wang","kew-2787327","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema trilobulatum","Elatostema","","trilobulatum",NA,NA,"","","kew-2787350",TRUE,"1.1","Synonym","Urticaceae","Elatostema","","obtusum","var.","trilobulatum","(Hayata) W.T.Wang","kew-2787085","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema umbellatum","Elatostema","","umbellatum",NA,NA,"","","kew-2787357",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","umbellatum","","","(Siebold & Zucc.) Blume","kew-2787357","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema villosum","Elatostema","","villosum",NA,NA,"","","kew-2787376",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","villosum","","","B.L.Shih & Yuen P.Yang","kew-2787376","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema yakushimense","Elatostema","","yakushimense",NA,NA,"","","kew-2787408",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","yakushimense","","","Hatus.","kew-2787408","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys apetala","Elattostachys","","apetala",NA,NA,"","","kew-2787448",TRUE,"1.1","Accepted","Sapindaceae","Elattostachys","","apetala","","","(Labill.) Radlk.","kew-2787448","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys bidwillii","Elattostachys","","bidwillii",NA,NA,"","","kew-2787449",TRUE,"1.1","Synonym","Sapindaceae","Elattostachys","","xylocarpa","","","(A.Cunn. ex F.Muell.) Radlk.","kew-2787468","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys megalantha","Elattostachys","","megalantha",NA,NA,"","","kew-2787457",TRUE,"1.1","Accepted","Sapindaceae","Elattostachys","","megalantha","","","S.T.Reynolds","kew-2787457","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys microcarpa","Elattostachys","","microcarpa",NA,NA,"","","kew-2787458",TRUE,"1.1","Accepted","Sapindaceae","Elattostachys","","microcarpa","","","S.T.Reynolds","kew-2787458","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys nervosa","Elattostachys","","nervosa",NA,NA,"","","kew-2787459",TRUE,"1.1","Accepted","Sapindaceae","Elattostachys","","nervosa","","","(F.Muell.) Radlk.","kew-2787459","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elattostachys xylocarpa","Elattostachys","","xylocarpa",NA,NA,"","","kew-2787468",TRUE,"1.1","Accepted","Sapindaceae","Elattostachys","","xylocarpa","","","(A.Cunn. ex F.Muell.) Radlk.","kew-2787468","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elburzia fenestrata","Elburzia","","fenestrata",NA,NA,"","","kew-2787473",TRUE,"1.1","Accepted","Brassicaceae","Elburzia","","fenestrata","","","(Boiss.) Hedge","kew-2787473","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia acockii","Elegia","","acockii",NA,NA,"","","kew-462999",TRUE,"1.1","Accepted","Restionaceae","Elegia","","acockii","","","(Pillans) Moline & H.P.Linder","kew-462999","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia aggregata","Elegia","","aggregata",NA,NA,"","","kew-463000",TRUE,"1.1","Accepted","Restionaceae","Elegia","","aggregata","","","(Mast.) Moline & H.P.Linder","kew-463000","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia amoena","Elegia","","amoena",NA,NA,"","","kew-242185",TRUE,"1.1","Synonym","Restionaceae","Elegia","","racemosa","","","(Poir.) Pers.","kew-242239","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia asperiflora","Elegia","","asperiflora",NA,NA,"","","kew-242186",TRUE,"1.1","Accepted","Restionaceae","Elegia","","asperiflora","","","(Nees) Kunth","kew-242186","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia atratiflora","Elegia","","atratiflora",NA,NA,"","","kew-242188",TRUE,"1.1","Accepted","Restionaceae","Elegia","","atratiflora","","","Esterh.","kew-242188","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia caespitosa","Elegia","","caespitosa",NA,NA,"","","kew-242191",TRUE,"1.1","Accepted","Restionaceae","Elegia","","caespitosa","","","Esterh.","kew-242191","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia capensis","Elegia","","capensis",NA,NA,"","","kew-242192",TRUE,"1.1","Accepted","Restionaceae","Elegia","","capensis","","","(Burm.f.) Schelpe","kew-242192","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia coleura","Elegia","","coleura",NA,NA,"","","kew-242194",TRUE,"1.1","Accepted","Restionaceae","Elegia","","coleura","","","Nees ex Mast.","kew-242194","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia cuspidata","Elegia","","cuspidata",NA,NA,"","","kew-242195",TRUE,"1.1","Accepted","Restionaceae","Elegia","","cuspidata","","","Mast.","kew-242195","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia decipiens","Elegia","","decipiens",NA,NA,"","","kew-462998",TRUE,"1.1","Accepted","Restionaceae","Elegia","","decipiens","","","(Esterh.) Moline & H.P.Linder","kew-462998","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia deusta","Elegia","","deusta",NA,NA,"","","kew-242196",TRUE,"1.1","Accepted","Restionaceae","Elegia","","deusta","","","(Rottb.) Kunth","kew-242196","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia ebracteata","Elegia","","ebracteata",NA,NA,"","","kew-462995",TRUE,"1.1","Accepted","Restionaceae","Elegia","","ebracteata","","","(Kunth) Moline & H.P.Linder","kew-462995","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia elephantina","Elegia","","elephantina",NA,NA,"","","kew-462768",TRUE,"1.1","Accepted","Restionaceae","Elegia","","elephantina","","","H.P.Linder","kew-462768","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia equisetacea","Elegia","","equisetacea",NA,NA,"","","kew-242199",TRUE,"1.1","Accepted","Restionaceae","Elegia","","equisetacea","","","(Mast.) Mast.","kew-242199","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia esterhuyseniae","Elegia","","esterhuyseniae",NA,NA,"","","kew-242200",TRUE,"1.1","Accepted","Restionaceae","Elegia","","esterhuyseniae","","","Pillans","kew-242200","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia extensa","Elegia","","extensa",NA,NA,"","","kew-242203",TRUE,"1.1","Accepted","Restionaceae","Elegia","","extensa","","","Pillans","kew-242203","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia fenestrata","Elegia","","fenestrata",NA,NA,"","","kew-242205",TRUE,"1.1","Accepted","Restionaceae","Elegia","","fenestrata","","","Pillans","kew-242205","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia filacea","Elegia","","filacea",NA,NA,"","","kew-242206",TRUE,"1.1","Accepted","Restionaceae","Elegia","","filacea","","","Mast.","kew-242206","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia fistulosa","Elegia","","fistulosa",NA,NA,"","","kew-242207",TRUE,"1.1","Accepted","Restionaceae","Elegia","","fistulosa","","","Kunth","kew-242207","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia fucata","Elegia","","fucata",NA,NA,"","","kew-242209",TRUE,"1.1","Accepted","Restionaceae","Elegia","","fucata","","","Esterh.","kew-242209","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia galpinii","Elegia","","galpinii",NA,NA,"","","kew-242211",TRUE,"1.1","Accepted","Restionaceae","Elegia","","galpinii","","","N.E.Br.","kew-242211","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia glomerata","Elegia","","glomerata",NA,NA,"","","",FALSE,"1.1","","","Elegia","","glomerata",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Elegia grandis","Elegia","","grandis",NA,NA,"","","kew-242214",TRUE,"1.1","Accepted","Restionaceae","Elegia","","grandis","","","(Spreng. ex Nees) Kunth","kew-242214","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia grandispicata","Elegia","","grandispicata",NA,NA,"","","kew-242215",TRUE,"1.1","Accepted","Restionaceae","Elegia","","grandispicata","","","H.P.Linder","kew-242215","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia hookeriana","Elegia","","hookeriana",NA,NA,"","","kew-463014",TRUE,"1.1","Accepted","Restionaceae","Elegia","","hookeriana","","","(Mast.) Moline & H.P.Linder","kew-463014","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia hutchinsonii","Elegia","","hutchinsonii",NA,NA,"","","kew-242216",TRUE,"1.1","Accepted","Restionaceae","Elegia","","hutchinsonii","","","Pillans","kew-242216","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia intermedia","Elegia","","intermedia",NA,NA,"","","kew-242217",TRUE,"1.1","Accepted","Restionaceae","Elegia","","intermedia","","","(Steud.) Pillans","kew-242217","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia juncea","Elegia","","juncea",NA,NA,"","","kew-242218",TRUE,"1.1","Accepted","Restionaceae","Elegia","","juncea","","","L.","kew-242218","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia macrocarpa","Elegia","","macrocarpa",NA,NA,"","","kew-462753",TRUE,"1.1","Accepted","Restionaceae","Elegia","","macrocarpa","","","(Kunth) Moline & H.P.Linder","kew-462753","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia microcarpa","Elegia","","microcarpa",NA,NA,"","","kew-463058",TRUE,"1.1","Accepted","Restionaceae","Elegia","","microcarpa","","","(Kunth) Moline & H.P.Linder","kew-463058","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia mucronata","Elegia","","mucronata",NA,NA,"","","kew-242223",TRUE,"1.1","Accepted","Restionaceae","Elegia","","mucronata","","","(Nees) Rchb. ex Kunth","kew-242223","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia muirii","Elegia","","muirii",NA,NA,"","","kew-242224",TRUE,"1.1","Accepted","Restionaceae","Elegia","","muirii","","","Pillans","kew-242224","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia neesii","Elegia","","neesii",NA,NA,"","","kew-242225",TRUE,"1.1","Accepted","Restionaceae","Elegia","","neesii","","","Mast.","kew-242225","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia nuda","Elegia","","nuda",NA,NA,"","","kew-242226",TRUE,"1.1","Accepted","Restionaceae","Elegia","","nuda","","","(Rottb.) Kunth","kew-242226","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia persistens","Elegia","","persistens",NA,NA,"","","kew-242234",TRUE,"1.1","Accepted","Restionaceae","Elegia","","persistens","","","Mast.","kew-242234","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia prominens","Elegia","","prominens",NA,NA,"","","kew-242235",TRUE,"1.1","Accepted","Restionaceae","Elegia","","prominens","","","Pillans","kew-242235","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia racemosa","Elegia","","racemosa",NA,NA,"","","kew-242239",TRUE,"1.1","Accepted","Restionaceae","Elegia","","racemosa","","","(Poir.) Pers.","kew-242239","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia recta","Elegia","","recta",NA,NA,"","","kew-463057",TRUE,"1.1","Accepted","Restionaceae","Elegia","","recta","","","(Mast.) Moline & H.P.Linder","kew-463057","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia rigida","Elegia","","rigida",NA,NA,"","","kew-242241",TRUE,"1.1","Accepted","Restionaceae","Elegia","","rigida","","","Mast.","kew-242241","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia spathacea","Elegia","","spathacea",NA,NA,"","","kew-242242",TRUE,"1.1","Accepted","Restionaceae","Elegia","","spathacea","","","Mast.","kew-242242","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia squamosa","Elegia","","squamosa",NA,NA,"","","kew-242244",TRUE,"1.1","Accepted","Restionaceae","Elegia","","squamosa","","","Mast.","kew-242244","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia stipularis","Elegia","","stipularis",NA,NA,"","","kew-242245",TRUE,"1.1","Accepted","Restionaceae","Elegia","","stipularis","","","Mast.","kew-242245","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia stokoei","Elegia","","stokoei",NA,NA,"","","kew-242246",TRUE,"1.1","Accepted","Restionaceae","Elegia","","stokoei","","","Pillans","kew-242246","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia tectorum","Elegia","","tectorum",NA,NA,"","","kew-463056",TRUE,"1.1","Accepted","Restionaceae","Elegia","","tectorum","","","(L.f.) Moline & H.P.Linder","kew-463056","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia thyrsifera","Elegia","","thyrsifera",NA,NA,"","","kew-242247",TRUE,"1.1","Accepted","Restionaceae","Elegia","","thyrsifera","","","(Rottb.) Pers.","kew-242247","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia thyrsoidea","Elegia","","thyrsoidea",NA,NA,"","","kew-242248",TRUE,"1.1","Accepted","Restionaceae","Elegia","","thyrsoidea","","","(Mast.) Pillans","kew-242248","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia vaginulata","Elegia","","vaginulata",NA,NA,"","","kew-242249",TRUE,"1.1","Accepted","Restionaceae","Elegia","","vaginulata","","","Mast.","kew-242249","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elegia verreauxii","Elegia","","verreauxii",NA,NA,"","","kew-242250",TRUE,"1.1","Accepted","Restionaceae","Elegia","","verreauxii","","","Mast.","kew-242250","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleiodoxa conferta","Eleiodoxa","","conferta",NA,NA,"","","kew-66393",TRUE,"1.1","Accepted","Arecaceae","Eleiodoxa","","conferta","","","(Griff.) Burret","kew-66393","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elekmania picardae","Elekmania","","picardae",NA,NA,"","","gcc-144827",TRUE,"1.1","Accepted","Compositae","Elekmania","","picardae","","","(Krug & Urb.) B.Nord.","gcc-144827","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis acicularis","Eleocharis","","acicularis",NA,NA,"","","kew-242255",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","acicularis","","","(L.) Roem. & Schult.","kew-242255","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis acuta","Eleocharis","","acuta",NA,NA,"","","kew-242275",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","acuta","","","R.Br.","kew-242275","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis acutangula","Eleocharis","","acutangula",NA,NA,"","","kew-242278",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","acutangula","","","(Roxb.) Schult.","kew-242278","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis albibracteata","Eleocharis","","albibracteata",NA,NA,"","","kew-242283",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","albibracteata","","","Nees & Meyen ex Kunth","kew-242283","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis albida","Eleocharis","","albida",NA,NA,"","","kew-242287",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","albida","","","Torr.","kew-242287","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis atropurpurea","Eleocharis","","atropurpurea",NA,NA,"","","kew-242319",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","atropurpurea","","","(Retz.) J.Presl & C.Presl","kew-242319","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis attenuata","Eleocharis","","attenuata",NA,NA,"","","kew-242321",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","attenuata","","","(Franch. & Sav.) Palla","kew-242321","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis baldwinii","Eleocharis","","baldwinii",NA,NA,"","","kew-242335",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","baldwinii","","","(Torr.) Chapm.","kew-242335","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis bella","Eleocharis","","bella",NA,NA,"","","kew-242339",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","bella","","","(Piper) Svenson","kew-242339","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis bifida","Eleocharis","","bifida",NA,NA,"","","kew-242345",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","bifida","","","S.G.Sm.","kew-242345","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis bolanderi","Eleocharis","","bolanderi",NA,NA,"","","kew-242351",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","bolanderi","","","A.Gray","kew-242351","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis bonariensis","Eleocharis","","bonariensis",NA,NA,"","","kew-242353",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","bonariensis","","","Nees","kew-242353","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis brachycarpa","Eleocharis","","brachycarpa",NA,NA,"","","kew-242354",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","brachycarpa","","","Svenson","kew-242354","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis brainii","Eleocharis","","brainii",NA,NA,"","","kew-242355",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","brainii","","","Svenson","kew-242355","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis brassii","Eleocharis","","brassii",NA,NA,"","","kew-242357",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","brassii","","","S.T.Blake","kew-242357","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis brittonii","Eleocharis","","brittonii",NA,NA,"","","kew-242361",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","brittonii","","","Svenson ex Small","kew-242361","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis caespitosissima","Eleocharis","","caespitosissima",NA,NA,"","","kew-242365",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","caespitosissima","","","Baker","kew-242365","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis cancellata","Eleocharis","","cancellata",NA,NA,"","","kew-242375",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","cancellata","","","S.Watson","kew-242375","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis canindeyuensis","Eleocharis","","canindeyuensis",NA,NA,"","","kew-242376",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","canindeyuensis","","","Mereles & S.González","kew-242376","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis capillacea","Eleocharis","","capillacea",NA,NA,"","","kew-242377",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","capillacea","","","Kunth","kew-242377","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis carniolica","Eleocharis","","carniolica",NA,NA,"","","kew-242386",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","carniolica","","","W.D.J.Koch","kew-242386","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis cellulosa","Eleocharis","","cellulosa",NA,NA,"","","kew-242388",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","cellulosa","","","Torr.","kew-242388","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis chamaegyne","Eleocharis","","chamaegyne",NA,NA,"","","kew-242392",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","chamaegyne","","","L.T.Eiten","kew-242392","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis coloradoensis","Eleocharis","","coloradoensis",NA,NA,"","","kew-242396",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","coloradoensis","","","(Britton) Gilly","kew-242396","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis columbiensis","Eleocharis","","columbiensis",NA,NA,"","","kew-242397",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","columbiensis","","","L.E.Mora","kew-242397","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis complanata","Eleocharis","","complanata",NA,NA,"","","kew-242400",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","complanata","","","Boeckeler","kew-242400","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis compressa","Eleocharis","","compressa",NA,NA,"","","kew-242401",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","compressa","","","Sull.","kew-242401","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis confervoides","Eleocharis","","confervoides",NA,NA,"","","kew-242405",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","confervoides","","","(Poir.) Steud.","kew-242405","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis congesta","Eleocharis","","congesta",NA,NA,"","","kew-242406",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","congesta","","","D.Don","kew-242406","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis contracta","Eleocharis","","contracta",NA,NA,"","","kew-242414",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","contracta","","","Maury ex Micheli","kew-242414","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis crinalis","Eleocharis","","crinalis",NA,NA,"","","kew-242421",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","crinalis","","","(Griseb.) C.B.Clarke","kew-242421","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis cylindrica","Eleocharis","","cylindrica",NA,NA,"","","kew-242428",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","cylindrica","","","Buckley","kew-242428","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis cylindrostachys","Eleocharis","","cylindrostachys",NA,NA,"","","kew-242429",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","cylindrostachys","","","Boeckeler","kew-242429","Accepted",FALSE,FALSE,FALSE,2017-05-11
